participant_id,age_group,identity_code,cultural_background,upbringing_influence,focus_intensity,consistency_score,external_guidance_usage,support_environment_score,hobby_engagement_level,physical_activity_index,creative_expression_index,altruism_score,personality_cluster
877,16,1,1,1,19.20532717,1,0,1,1,0,0,0,Cluster_A
774,18,0,0,2,5.577438525,19,0,4,1,0,0,0,Cluster_E
1220,17,0,0,2,14.08208722,1,1,4,0,1,0,0,Cluster_A
1127,18,1,0,2,14.1735344,26,0,0,1,0,0,0,Cluster_E
5,17,1,0,2,4.672495273,17,1,3,0,0,0,0,Cluster_E
1596,18,0,0,3,5.264923497,19,0,3,1,0,0,0,Cluster_E
1078,15,0,0,2,12.45482553,23,1,2,0,1,0,0,Cluster_E
838,15,1,0,3,4.424756396,21,1,2,1,1,1,1,Cluster_E
682,15,0,0,2,4.626974264,14,0,3,0,0,0,1,Cluster_E
1716,18,1,0,2,16.635706,24,1,4,0,1,0,0,Cluster_E
1149,17,1,0,1,1.300015779,6,0,2,1,0,0,0,Cluster_D
575,17,0,2,3,3.165661014,27,1,3,1,0,0,0,Cluster_E
51,17,1,2,2,17.18649902,5,0,3,0,0,0,0,Cluster_C
854,17,1,0,3,16.12193496,29,0,2,0,1,1,0,Cluster_E
1983,18,0,1,4,13.18980116,24,1,2,0,1,1,0,Cluster_E
1824,18,0,2,2,18.63888279,20,0,2,1,1,0,0,Cluster_E
834,18,1,2,1,0.794224151,3,1,3,1,0,0,0,Cluster_C
1116,17,0,0,2,13.86419084,8,0,4,0,1,1,0,Cluster_B
1167,15,1,0,1,3.59595627,2,1,0,0,0,0,0,Cluster_C
1907,15,0,0,2,6.615859829,10,0,4,1,0,0,0,Cluster_C
972,17,1,0,1,18.42138973,24,0,1,1,0,0,1,Cluster_E
400,15,0,3,3,3.371980969,7,0,3,1,1,0,0,Cluster_B
20,17,0,0,1,10.8352064,9,0,2,0,0,1,0,Cluster_D
685,15,1,3,3,1.106647743,15,1,2,0,1,0,0,Cluster_E
36,15,0,3,1,3.4153652,23,0,1,0,0,0,0,Cluster_E
2262,18,0,2,1,4.596520836,12,1,2,1,0,0,0,Cluster_D
525,16,0,2,3,19.93366556,20,0,2,0,0,0,0,Cluster_E
921,15,0,2,3,1.660775156,25,1,0,0,0,0,1,Cluster_E
1842,16,1,3,1,16.25856811,24,1,2,1,0,0,0,Cluster_E
1891,16,1,0,1,5.067962151,8,0,3,0,0,1,1,Cluster_D
538,17,1,0,1,8.945459363,8,0,2,0,0,1,0,Cluster_D
1706,18,1,0,2,8.858281961,0,1,4,1,0,0,0,Cluster_A
2340,15,0,0,3,3.780345655,11,1,1,0,1,0,0,Cluster_C
246,16,1,2,1,13.80150708,17,0,4,0,1,0,0,Cluster_D
785,16,1,1,3,17.57762292,6,0,4,0,0,0,0,Cluster_C
1410,16,1,3,3,9.406480959,16,0,1,1,0,0,1,Cluster_E
155,15,1,0,2,4.30487641,2,0,2,1,0,0,0,Cluster_B
1687,18,1,2,2,17.22017643,28,0,4,0,0,0,0,Cluster_E
626,16,0,0,2,2.461042472,25,0,1,1,1,1,0,Cluster_E
2295,18,0,0,2,9.300706495,28,1,3,0,0,0,0,Cluster_A
1347,17,0,2,1,3.135258952,21,1,3,0,1,0,1,Cluster_E
570,17,0,0,2,11.98861084,6,0,1,0,0,0,0,Cluster_D
1759,17,1,0,4,12.18890595,29,0,3,0,0,0,0,Cluster_E
1817,16,1,0,2,6.807696754,2,0,0,0,1,0,0,Cluster_C
2066,18,0,0,0,13.90976918,25,0,2,1,0,0,0,Cluster_E
128,15,0,2,2,17.75503049,10,1,1,0,1,0,0,Cluster_C
2374,18,0,3,2,19.0889539,25,0,2,0,0,0,0,Cluster_B
2007,18,0,0,3,2.278905389,17,0,2,0,0,1,0,Cluster_E
981,18,1,0,3,14.24015922,13,1,1,0,0,0,0,Cluster_D
191,17,1,1,1,9.864949861,16,0,2,0,0,0,1,Cluster_E
1140,15,1,2,2,5.973443148,8,1,1,0,1,0,0,Cluster_D
993,16,0,0,2,8.724288342,11,0,3,0,0,1,0,Cluster_D
700,17,1,3,2,10.8719115,15,0,4,0,1,1,0,Cluster_C
607,17,1,0,1,17.58408675,6,0,2,0,0,0,0,Cluster_C
181,15,0,0,2,19.69858217,5,1,3,0,0,0,0,Cluster_B
302,15,1,0,2,0.25530853,9,0,0,1,0,0,0,Cluster_E
1061,15,1,1,3,14.05476599,27,0,2,0,1,0,0,Cluster_E
2345,15,0,1,1,6.446769162,2,1,0,0,0,0,1,Cluster_C
1070,15,0,0,3,13.38824129,11,0,1,1,0,1,0,Cluster_D
1244,17,1,0,1,2.997255978,28,0,3,1,1,0,0,Cluster_E
17,18,0,3,1,10.09865608,14,0,2,1,1,0,0,Cluster_D
2377,17,1,2,2,14.66723029,3,0,0,1,0,0,0,Cluster_B
547,15,0,3,1,0.106979774,5,0,1,1,0,0,0,Cluster_D
659,18,1,0,1,3.165725121,1,1,3,0,1,0,0,Cluster_C
2158,17,1,2,3,14.32952525,2,1,2,1,0,0,1,Cluster_A
2185,15,0,0,2,10.40165366,9,0,1,0,0,0,1,Cluster_E
1505,17,0,0,4,0.184831768,2,0,1,1,0,0,0,Cluster_C
960,17,1,0,4,1.270714448,22,0,3,0,1,0,0,Cluster_E
798,17,1,2,1,18.1169878,6,0,2,1,0,0,0,Cluster_C
226,16,0,0,2,13.81230625,13,0,1,0,0,1,0,Cluster_E
2075,17,1,0,3,0.84668985,26,0,2,1,0,0,1,Cluster_E
1800,15,0,2,0,11.08645196,8,0,2,1,1,0,0,Cluster_C
2363,17,1,2,2,0.675783019,19,1,0,0,0,0,0,Cluster_C
2086,15,1,0,4,10.13860232,15,0,1,1,0,0,0,Cluster_E
1694,17,1,0,1,7.004732287,13,0,3,1,0,1,0,Cluster_D
1046,17,0,1,2,3.851632649,0,0,3,1,0,0,0,Cluster_B
470,18,1,0,0,13.78286714,9,0,2,1,0,0,0,Cluster_C
955,17,1,0,0,15.56743809,5,0,3,0,0,0,1,Cluster_B
2373,18,0,1,2,9.404981707,15,0,3,0,0,0,0,Cluster_B
640,18,1,0,2,10.31891757,5,0,2,0,1,0,0,Cluster_C
2218,15,0,0,1,14.53959743,4,0,3,0,1,0,0,Cluster_B
1219,15,0,1,3,15.76319576,6,1,1,0,0,0,0,Cluster_B
1159,18,0,2,0,15.71616968,9,1,2,0,1,0,0,Cluster_B
1416,18,1,0,0,0.190779081,1,1,1,1,1,0,0,Cluster_B
2167,18,1,3,2,16.86855591,5,0,1,1,0,0,0,Cluster_C
1528,15,0,2,2,4.745087273,14,0,2,0,0,0,0,Cluster_D
2332,16,1,0,3,12.17998222,5,0,3,1,1,0,0,Cluster_C
1301,17,0,2,1,1.704009551,1,1,2,0,0,0,0,Cluster_C
2289,15,1,0,2,16.26364295,19,1,3,1,0,1,0,Cluster_C
1604,15,1,0,2,6.779398523,3,1,4,0,0,0,0,Cluster_A
161,17,0,2,2,0.99562003,4,1,3,1,0,0,1,Cluster_B
1705,17,0,0,2,11.70243322,7,0,2,0,1,1,0,Cluster_C
957,18,1,0,3,19.41809423,3,1,2,0,0,0,0,Cluster_B
2328,17,1,3,3,18.58041771,16,1,2,1,0,0,0,Cluster_E
878,16,1,1,1,13.86338721,12,0,2,1,0,0,0,Cluster_D
1920,15,0,3,1,17.44212127,1,1,1,1,1,0,0,Cluster_A
1885,15,0,0,1,18.44997793,5,0,0,1,1,0,1,Cluster_D
99,16,0,0,3,8.603518169,25,0,2,1,0,1,1,Cluster_E
2260,17,1,2,1,5.926961538,8,1,1,0,0,0,0,Cluster_D
254,15,0,0,4,13.31568803,3,0,3,0,0,0,1,Cluster_B
104,18,1,0,2,12.12027664,20,1,2,0,1,0,0,Cluster_E
1446,15,1,0,1,3.599992332,23,0,1,1,0,0,0,Cluster_E
1444,17,1,0,4,3.222000465,25,0,1,0,0,0,1,Cluster_E
1649,15,1,2,3,17.57061498,25,0,1,0,0,0,1,Cluster_E
587,16,0,2,1,7.830741992,27,1,2,0,0,0,0,Cluster_E
628,16,0,2,1,6.304334748,8,0,3,0,0,0,0,Cluster_D
1697,15,1,2,2,13.43023615,7,1,0,0,0,1,1,Cluster_C
2102,15,1,2,3,10.82376112,7,0,2,0,0,0,0,Cluster_D
404,15,1,1,1,14.10993304,20,0,2,0,0,0,0,Cluster_E
1155,18,0,0,1,14.88736409,1,0,3,0,0,1,0,Cluster_B
1683,15,1,1,2,11.48587079,1,0,2,0,1,0,0,Cluster_B
2057,16,1,0,3,18.55868402,27,0,2,0,1,0,0,Cluster_E
2273,15,0,2,3,6.463881306,1,0,2,1,1,0,0,Cluster_E
453,16,1,1,2,18.02355246,24,0,3,0,1,1,0,Cluster_E
1328,15,1,0,1,19.44459418,29,1,4,1,0,1,0,Cluster_E
2050,15,0,2,3,18.54732819,14,1,3,0,0,1,0,Cluster_C
881,15,1,2,2,6.72625455,27,0,1,0,0,0,0,Cluster_E
2329,17,0,0,2,7.559367113,21,0,3,1,0,0,0,Cluster_E
624,16,1,0,2,5.269468914,28,0,4,0,0,0,0,Cluster_E
1788,18,0,0,0,0.23289799,22,0,0,0,0,0,0,Cluster_E
263,15,0,2,2,5.592028653,19,0,2,1,1,0,1,Cluster_E
1635,15,0,0,2,4.061411858,26,1,2,0,0,0,0,Cluster_E
1439,18,1,0,1,4.66106376,19,1,2,0,0,0,0,Cluster_E
1970,15,0,1,0,8.220943871,13,1,3,1,0,0,0,Cluster_D
1803,17,0,1,2,12.87541216,27,1,1,0,0,0,0,Cluster_E
641,16,0,2,2,5.069875065,2,0,0,1,0,1,0,Cluster_C
2263,16,1,0,2,0.018116705,16,0,4,1,0,1,0,Cluster_B
1960,17,0,1,3,11.0444456,0,0,0,1,0,1,1,Cluster_C
489,15,1,0,1,7.150266569,18,0,1,1,1,0,1,Cluster_E
1844,17,1,0,2,13.17885588,4,1,2,0,0,0,0,Cluster_B
1735,15,1,1,4,14.64581135,28,0,2,0,0,0,0,Cluster_E
147,17,1,2,2,9.647124172,1,1,2,1,0,0,1,Cluster_A
1535,17,0,1,2,16.11940257,18,1,3,0,0,0,0,Cluster_E
1987,16,0,0,1,15.38339739,19,0,3,0,1,0,0,Cluster_E
1370,16,1,2,0,10.27266768,10,1,1,0,1,0,1,Cluster_C
2344,15,0,0,1,7.909781524,5,0,3,0,0,0,0,Cluster_A
660,16,0,0,4,9.113216431,13,0,1,1,1,1,0,Cluster_D
1795,18,1,0,1,2.328910482,6,0,2,0,0,0,0,Cluster_D
187,16,1,0,2,10.81221989,2,0,3,0,0,0,0,Cluster_C
1148,16,0,0,1,8.824593382,17,0,3,0,0,0,0,Cluster_E
609,18,1,1,3,18.8950016,22,1,2,0,0,0,0,Cluster_E
2192,15,1,2,2,16.11161653,1,0,2,1,0,0,0,Cluster_B
1931,18,1,1,3,2.894212723,27,0,2,0,0,1,0,Cluster_E
198,18,0,2,1,12.08347876,27,0,3,1,0,1,0,Cluster_E
294,16,0,0,1,6.682860448,6,1,0,0,0,0,1,Cluster_C
767,15,1,2,1,18.02518416,26,0,1,1,0,1,0,Cluster_E
401,18,0,1,2,11.6159366,13,0,3,0,0,0,1,Cluster_D
123,16,0,1,4,7.282421137,18,0,2,0,0,0,0,Cluster_E
203,17,0,0,2,11.7762054,5,0,3,0,1,0,1,Cluster_C
836,18,1,0,1,8.96341694,24,0,3,1,1,0,0,Cluster_E
1440,17,1,2,1,19.00759503,20,0,1,1,0,0,0,Cluster_E
1734,18,0,1,2,19.72828037,6,1,1,0,1,1,0,Cluster_B
1696,18,0,1,1,2.679497335,8,0,2,0,0,1,0,Cluster_E
1708,16,1,0,1,6.393041245,18,0,4,1,0,0,0,Cluster_E
2326,15,1,3,2,14.72034737,13,1,3,1,0,0,1,Cluster_B
1154,16,0,0,1,9.291655289,7,0,1,1,0,0,0,Cluster_C
1662,17,0,1,2,11.68449578,29,0,1,1,0,0,1,Cluster_E
1760,17,1,0,1,12.87104246,26,0,1,0,1,0,0,Cluster_E
855,17,1,1,0,7.069549503,9,0,3,1,0,0,0,Cluster_D
1590,18,0,2,3,16.08218492,17,0,4,1,0,0,0,Cluster_E
642,16,0,0,2,18.81074602,25,0,4,0,1,0,0,Cluster_E
2,18,0,0,1,15.40875606,0,0,1,0,0,0,0,Cluster_B
2161,15,0,0,2,12.6535407,7,1,3,0,1,0,0,Cluster_B
699,16,1,0,2,10.71043832,12,1,2,0,0,0,0,Cluster_D
1637,15,1,2,4,16.91489757,15,0,1,1,0,0,0,Cluster_E
1292,15,1,0,0,10.40361473,20,0,4,0,0,0,0,Cluster_E
2281,16,0,2,1,7.60389996,2,1,1,1,0,1,0,Cluster_B
1521,16,0,0,1,19.25740988,0,0,4,0,0,0,0,Cluster_A
1854,15,0,3,2,8.511117554,0,1,3,0,1,0,0,Cluster_A
1137,17,1,3,1,0.583413371,1,0,2,0,1,1,0,Cluster_B
2313,17,0,0,3,1.994524077,28,0,4,1,0,0,1,Cluster_D
1632,17,1,2,2,15.35721846,4,0,2,0,0,0,0,Cluster_C
1999,17,1,0,2,5.478297413,14,0,4,0,1,0,0,Cluster_D
664,16,0,3,2,17.38198137,27,0,2,1,0,0,0,Cluster_E
684,18,1,2,3,3.933771165,8,1,3,0,1,0,0,Cluster_C
1258,17,0,3,1,17.2486826,26,1,3,1,0,0,0,Cluster_E
318,15,1,0,2,11.38964776,3,1,3,1,0,0,0,Cluster_B
649,18,0,0,2,9.03277991,23,0,1,0,0,1,0,Cluster_E
1435,18,1,0,1,8.362631996,25,0,2,0,0,0,0,Cluster_E
1480,18,0,0,4,8.978234452,3,0,2,0,1,0,0,Cluster_C
710,18,0,2,1,16.45295854,19,0,2,1,1,0,0,Cluster_E
1283,15,0,1,2,19.13629341,8,1,4,0,0,0,0,Cluster_C
1769,17,0,1,2,6.069064329,29,0,4,1,1,1,1,Cluster_E
973,15,1,3,2,6.418708766,27,0,2,1,0,1,0,Cluster_E
1307,18,1,3,2,18.55582959,10,0,3,0,1,0,0,Cluster_C
1401,17,0,1,0,13.55222364,12,0,3,1,0,0,0,Cluster_C
1409,17,1,0,2,9.270956785,15,0,2,1,1,0,1,Cluster_E
2238,17,0,1,3,2.207884685,21,1,3,0,0,0,0,Cluster_A
1497,18,0,1,3,9.95299109,5,0,2,1,0,0,0,Cluster_C
2039,16,0,1,4,0.469180434,11,0,2,0,0,0,0,Cluster_E
1530,18,0,0,1,10.08842079,13,0,1,0,0,0,0,Cluster_E
1664,17,0,0,2,0.983170472,6,1,1,0,0,0,0,Cluster_C
1355,16,1,1,2,18.19110857,25,0,1,0,0,1,0,Cluster_E
2335,15,0,3,2,10.89062586,9,0,2,1,0,0,0,Cluster_C
2351,18,1,0,2,17.81648263,24,0,2,0,0,1,0,Cluster_E
1644,16,0,3,2,6.845311856,13,0,0,0,0,1,0,Cluster_E
1052,15,1,3,2,2.516046727,14,1,3,1,0,0,0,Cluster_D
796,17,1,0,2,12.74095107,14,0,1,0,0,0,0,Cluster_E
1598,15,1,2,2,8.228218635,12,0,3,0,0,0,1,Cluster_D
1820,17,1,1,3,10.29858991,11,1,0,1,0,0,0,Cluster_D
1723,17,1,1,2,1.501872916,16,0,2,1,0,0,0,Cluster_E
1184,18,0,0,0,3.17072317,10,1,2,0,0,1,0,Cluster_D
1060,18,0,1,0,10.96042994,8,1,2,1,0,1,0,Cluster_B
541,17,0,0,0,4.465108021,20,0,2,1,0,0,0,Cluster_E
1679,16,0,0,3,9.636745072,24,0,0,0,0,0,0,Cluster_E
1758,15,1,2,3,13.35203427,2,0,2,0,0,1,0,Cluster_B
1924,17,0,0,2,7.563926991,4,0,0,0,0,0,1,Cluster_E
96,16,1,2,3,19.27832024,29,0,3,0,0,0,1,Cluster_E
1021,17,1,0,1,13.54607919,2,1,3,1,1,0,0,Cluster_A
564,17,0,1,1,1.573971534,6,0,0,0,0,1,0,Cluster_D
864,16,1,0,2,19.46090699,1,0,0,1,0,0,0,Cluster_B
1485,17,0,0,1,8.674474057,13,1,3,0,0,1,0,Cluster_D
1882,16,1,0,2,4.567112284,7,1,2,1,0,1,0,Cluster_C
1039,15,0,1,2,7.589227612,5,0,1,1,1,0,0,Cluster_C
207,18,0,0,4,19.74200172,26,1,1,1,0,0,0,Cluster_E
393,18,1,2,3,16.41283121,24,1,1,1,0,0,0,Cluster_E
871,15,0,0,1,14.15045638,26,0,3,0,0,0,0,Cluster_E
398,16,1,3,3,14.92627625,6,0,3,0,0,0,0,Cluster_C
2299,17,0,0,2,18.36386317,10,0,3,0,1,0,1,Cluster_A
1029,15,0,2,3,13.28148242,29,0,1,0,0,0,0,Cluster_E
1486,17,0,2,2,8.241872193,7,1,3,0,0,0,0,Cluster_C
961,15,0,3,1,7.924946936,6,0,1,0,1,0,0,Cluster_D
1571,16,0,0,3,2.990986371,7,0,4,0,0,0,0,Cluster_D
1896,17,0,1,2,15.03359534,1,0,1,0,0,0,0,Cluster_C
2147,15,0,0,1,12.32448503,0,0,1,1,0,0,0,Cluster_B
805,16,1,3,3,4.006796422,28,1,2,0,0,0,0,Cluster_E
1752,18,0,2,1,3.283699281,18,0,2,0,0,0,0,Cluster_E
503,15,0,0,4,1.471267084,6,0,3,1,0,0,0,Cluster_C
780,17,0,0,1,10.59618114,22,0,0,1,0,0,0,Cluster_E
1864,16,1,1,3,4.234335569,13,0,3,1,0,0,0,Cluster_D
201,17,0,1,2,10.54621791,18,0,1,0,0,1,0,Cluster_E
2183,17,0,2,3,17.08691966,25,1,2,0,0,0,0,Cluster_C
2089,18,0,0,2,16.21441346,23,1,1,0,1,0,0,Cluster_E
2279,15,1,0,2,17.18869166,4,0,2,0,1,0,0,Cluster_D
1797,17,1,1,3,5.499583839,0,0,4,0,1,0,0,Cluster_B
379,16,0,0,1,12.61177395,10,0,3,0,0,1,0,Cluster_D
419,18,0,0,2,2.351144982,8,0,1,1,1,0,0,Cluster_D
1699,15,1,2,2,18.49302211,7,0,2,0,0,0,0,Cluster_C
392,17,1,2,3,1.103131812,1,0,2,1,0,0,0,Cluster_C
1523,15,0,3,1,9.423451188,8,0,3,1,1,0,0,Cluster_C
1163,16,1,0,1,9.252385439,21,1,3,0,0,0,0,Cluster_E
1496,15,0,1,1,2.718654947,5,0,2,0,0,1,0,Cluster_D
2028,18,0,0,0,9.52676587,28,1,3,0,0,0,0,Cluster_E
1153,18,0,2,2,17.28461205,5,1,2,0,0,1,0,Cluster_B
1368,16,0,2,2,13.18311089,21,0,3,0,1,0,0,Cluster_E
65,17,0,0,2,16.38855707,3,1,4,0,0,0,0,Cluster_B
2063,17,0,2,2,9.92438959,28,1,4,0,0,0,0,Cluster_E
1181,16,1,2,2,5.638591035,19,0,1,0,0,1,0,Cluster_E
493,15,1,0,1,17.419352,17,0,3,0,1,0,0,Cluster_D
380,15,0,0,2,8.99197812,10,1,3,1,0,0,0,Cluster_C
2236,18,1,1,2,13.41949419,20,0,2,1,0,0,0,Cluster_B
764,16,0,1,0,9.507181354,10,1,2,0,1,0,0,Cluster_D
2265,16,0,2,1,3.423694877,27,0,3,1,0,0,0,Cluster_C
792,18,1,0,1,0.655997486,15,0,4,0,0,0,0,Cluster_E
1077,16,0,2,2,0.21340254,23,1,2,0,1,0,0,Cluster_E
879,15,0,0,3,16.02743071,0,0,3,1,0,0,0,Cluster_B
338,17,0,0,3,2.257162894,11,0,2,0,1,0,0,Cluster_E
1017,16,1,0,1,6.700171399,14,0,3,0,0,0,0,Cluster_E
1276,18,1,0,3,2.300218737,28,1,0,0,0,0,0,Cluster_E
456,17,1,0,1,12.06444271,22,0,0,1,1,0,1,Cluster_E
816,15,0,2,2,4.568517046,28,0,2,0,0,1,0,Cluster_E
2318,15,1,1,1,3.583593493,20,0,3,1,0,0,0,Cluster_D
996,15,0,1,1,16.05121496,13,0,3,0,1,0,0,Cluster_E
1982,18,0,0,3,12.09900026,19,0,1,1,0,1,0,Cluster_E
202,18,1,1,1,8.055710681,18,0,1,0,0,0,0,Cluster_E
162,15,1,3,3,5.370001524,22,1,3,0,0,0,0,Cluster_E
1580,17,1,1,2,17.09234926,18,0,0,0,1,0,0,Cluster_E
703,15,0,0,1,12.94444567,12,0,3,1,0,1,1,Cluster_C
1501,17,1,1,1,2.873752504,29,0,1,0,0,0,0,Cluster_E
1130,16,0,0,2,4.022730852,19,1,1,1,0,0,0,Cluster_E
1022,15,1,0,0,5.791654093,2,0,1,1,0,0,0,Cluster_C
1586,16,1,1,3,13.42736018,22,0,1,1,1,0,0,Cluster_E
1956,15,1,1,3,14.92261956,9,0,1,0,0,0,1,Cluster_D
2254,16,0,2,2,16.57334287,20,1,2,0,0,1,0,Cluster_E
35,16,0,0,3,9.126336411,27,1,2,1,1,0,0,Cluster_E
776,15,0,0,2,1.265253436,2,1,1,0,1,0,0,Cluster_B
1479,16,1,0,1,7.429266787,15,1,3,1,0,0,0,Cluster_D
1391,16,1,0,2,18.38076554,29,0,4,0,0,0,0,Cluster_E
2140,16,1,0,2,1.998637541,13,0,1,1,0,0,0,Cluster_E
1364,16,0,0,2,17.56230394,22,0,3,0,0,0,0,Cluster_E
2042,17,0,3,3,18.21589861,17,0,3,0,1,0,0,Cluster_E
242,17,1,0,2,3.636169313,13,0,0,1,1,0,0,Cluster_E
2062,16,1,2,1,2.010607174,25,0,2,1,1,0,0,Cluster_E
601,15,1,1,2,6.820957457,7,0,1,1,1,0,0,Cluster_D
1298,15,1,0,4,3.422049568,1,0,2,0,1,0,0,Cluster_B
2215,16,0,2,1,18.98224914,19,0,3,0,0,0,0,Cluster_A
2069,16,1,0,3,9.85043708,16,0,1,1,0,0,0,Cluster_E
647,15,0,0,2,8.237045663,29,0,3,0,0,0,1,Cluster_E
1529,16,0,3,2,5.252672247,2,0,1,0,0,0,0,Cluster_C
1268,18,0,3,4,8.324340621,17,0,3,0,0,0,0,Cluster_E
1900,16,1,0,1,14.81559734,5,1,3,0,0,0,1,Cluster_B
563,17,1,3,0,13.30545672,29,1,3,0,0,1,0,Cluster_E
190,16,0,2,2,7.464147382,21,1,3,0,0,0,0,Cluster_E
1807,18,0,0,2,12.74890757,7,1,3,0,1,0,0,Cluster_B
976,16,1,0,1,16.476035,14,1,2,0,0,0,0,Cluster_E
2048,17,1,0,0,5.327552829,26,1,1,0,1,0,0,Cluster_E
1083,15,0,2,2,12.27415939,7,0,3,0,0,1,0,Cluster_D
475,17,1,1,2,1.444586965,24,0,0,0,0,0,0,Cluster_E
748,17,0,0,1,1.591762947,5,0,3,0,0,0,0,Cluster_C
2301,15,0,0,2,19.5771203,21,1,2,1,0,0,0,Cluster_E
22,15,0,0,2,15.32314203,25,0,1,1,0,0,0,Cluster_E
460,17,0,0,3,0.87693705,3,1,2,0,1,1,0,Cluster_B
1185,18,1,0,3,16.25386087,19,1,3,1,0,0,0,Cluster_D
2325,17,1,1,3,10.3332852,27,0,2,0,0,0,0,Cluster_D
956,17,0,0,2,12.17143186,13,0,4,0,0,0,1,Cluster_E
1216,15,1,0,1,1.792635466,5,0,1,1,0,1,0,Cluster_D
1516,16,0,0,1,13.16567567,5,1,3,0,0,1,0,Cluster_B
770,15,0,0,2,2.817372079,6,1,0,0,1,0,0,Cluster_C
1686,15,0,0,2,16.34204266,21,1,1,0,1,0,0,Cluster_E
131,18,1,0,1,16.65988277,9,0,1,0,0,0,0,Cluster_D
2136,15,1,3,2,6.997233884,11,1,3,0,0,1,0,Cluster_C
1483,16,1,0,4,3.115032457,19,0,3,0,1,0,0,Cluster_E
331,15,1,2,1,8.299955167,4,0,2,1,1,1,0,Cluster_B
1239,15,1,2,3,2.670311027,28,0,3,0,0,0,0,Cluster_E
467,18,0,0,1,8.765972161,17,0,4,0,0,0,0,Cluster_E
2170,18,1,0,0,19.96842468,24,0,1,0,0,0,0,Cluster_E
1639,15,0,1,0,13.09242387,13,1,1,0,0,0,0,Cluster_E
1096,16,0,0,2,2.159248962,19,0,4,0,1,0,0,Cluster_E
1131,16,1,0,2,3.572577535,14,1,2,1,1,0,0,Cluster_D
1295,18,0,3,2,4.402584884,20,0,3,0,0,0,0,Cluster_E
861,18,0,1,2,5.427627902,27,0,2,0,0,0,0,Cluster_E
